         * c:\users\pawan\esim-workspace\two_step_adc\two_step_adc.cir
         Transient Analysis  Sat Oct 08 14:13:50  2022
--------------------------------------------------------------------------------
Index   time            a.x3.a3#branch_ a.x3.a3#branch_ a.x5.a3#branch_ 
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
1	2.000000e-09	-6.80620e-16	-8.75848e-16	0.000000e+00	
2	4.000000e-09	3.320284e-16	2.768475e-16	0.000000e+00	
3	8.000000e-09	1.526093e-16	3.148656e-16	0.000000e+00	
4	1.600000e-08	-2.40918e-16	-3.66837e-16	0.000000e+00	
5	3.200000e-08	2.950676e-16	4.049123e-16	0.000000e+00	
6	6.400000e-08	-3.09742e-16	-4.16716e-16	0.000000e+00	
7	1.252997e-07	3.197357e-16	4.334488e-16	0.000000e+00	
8	2.376301e-07	-3.30256e-16	-4.29352e-16	0.000000e+00	
9	4.622909e-07	3.321979e-16	4.264018e-16	0.000000e+00	
10	7.537872e-07	-3.34605e-16	-4.30004e-16	0.000000e+00	
11	8.531854e-07	3.425069e-16	4.379944e-16	0.000000e+00	
12	8.941114e-07	-8.77333e-16	-1.39253e-15	0.000000e+00	
13	9.103952e-07	-4.95700e-14	-8.09126e-14	0.000000e+00	
14	9.163728e-07	2.887641e-13	3.722899e-13	0.000000e+00	
15	9.183728e-07	-5.28223e-13	-4.77897e-13	0.000000e+00	
16	9.183959e-07	7.825888e-03	-3.60857e-06	0.000000e+00	
17	9.184419e-07	7.984122e-03	2.623656e-06	0.000000e+00	
18	9.185340e-07	7.945790e-03	-3.38638e-07	0.000000e+00	
19	9.186894e-07	7.955673e-03	2.646674e-07	0.000000e+00	
20	9.188640e-07	7.366260e-03	-2.11656e-07	0.000000e+00	
21	9.189754e-07	5.395855e-03	-9.63828e-08	0.000000e+00	
22	9.191136e-07	2.628034e-03	-4.86711e-07	0.000000e+00	
23	9.191973e-07	5.815798e-03	-3.04240e-06	0.000000e+00	
24	9.193037e-07	5.250063e-03	1.454737e-05	0.000000e+00	
25	9.193728e-07	5.094067e-03	4.778348e-05	0.000000e+00	
26	9.193817e-07	3.123043e-04	3.643495e-05	0.000000e+00	
27	9.193995e-07	3.001621e-04	8.857833e-06	0.000000e+00	
28	9.194349e-07	2.982878e-04	-6.51541e-06	0.000000e+00	
29	9.194900e-07	3.233483e-04	-2.68113e-05	0.000000e+00	
30	9.195415e-07	9.667786e-04	-4.22674e-05	0.000000e+00	
31	9.195867e-07	8.706246e-04	-1.49287e-05	0.000000e+00	
32	9.196204e-07	8.345295e-04	-8.79499e-05	0.000000e+00	
33	9.196548e-07	9.054715e-04	3.937798e-05	0.000000e+00	
34	9.196910e-07	4.551985e-04	-3.81293e-05	0.000000e+00	
35	9.197292e-07	5.413969e-04	8.101112e-05	0.000000e+00	
36	9.197702e-07	1.635236e-04	-3.20480e-05	0.000000e+00	
37	9.198223e-07	2.709099e-04	6.171930e-05	0.000000e+00	
38	9.198780e-07	-4.56374e-05	-4.85658e-05	0.000000e+00	
39	9.199457e-07	1.476068e-04	5.358946e-05	0.000000e+00	
40	9.200352e-07	-1.11483e-04	-5.18992e-05	0.000000e+00	
41	9.201852e-07	1.190545e-04	5.219229e-05	0.000000e+00	
42	9.204185e-07	-1.19118e-04	-5.22569e-05	0.000000e+00	
43	9.208066e-07	1.190891e-04	5.222622e-05	0.000000e+00	
44	9.214981e-07	-1.19111e-04	-5.22433e-05	0.000000e+00	
